class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
4255,MATH,105L,001,Laboratory Calculus and Functions I,"A study of functions with applications, and an introduction to differential calculus, with a laboratory component. Topics include a review of algebra and functions, mathematical modeling with elementary functions, rates of change, inverse functions, logarithms and exponential functions, the derivative, graphical interpretations of the derivative, optimization, related rates. Not open to students who have credit for Mathematics 21 or 111L(31L) or 121.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,36,37,0,0,30,Satisfactory/Unsatisfactory,N,Rann Bar-on
4256,MATH,105L,002,Laboratory Calculus and Functions I,"A study of functions with applications, and an introduction to differential calculus, with a laboratory component. Topics include a review of algebra and functions, mathematical modeling with elementary functions, rates of change, inverse functions, logarithms and exponential functions, the derivative, graphical interpretations of the derivative, optimization, related rates. Not open to students who have credit for Mathematics 21 or 111L(31L) or 121.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,36,35,1,0,30,Satisfactory/Unsatisfactory,N,Rann Bar-on
4257,MATH,105L,01L,Laboratory Calculus and Functions I,"A study of functions with applications, and an introduction to differential calculus, with a laboratory component. Topics include a review of algebra and functions, mathematical modeling with elementary functions, rates of change, inverse functions, logarithms and exponential functions, the derivative, graphical interpretations of the derivative, optimization, related rates. Not open to students who have credit for Mathematics 21 or 111L(31L) or 121.",,0,LAB,N,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,24,22,2,0,30,Satisfactory/Unsatisfactory,N,Rann Bar-on
4258,MATH,105L,02L,Laboratory Calculus and Functions I,"A study of functions with applications, and an introduction to differential calculus, with a laboratory component. Topics include a review of algebra and functions, mathematical modeling with elementary functions, rates of change, inverse functions, logarithms and exponential functions, the derivative, graphical interpretations of the derivative, optimization, related rates. Not open to students who have credit for Mathematics 21 or 111L(31L) or 121.",,0,LAB,N,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,24,25,0,0,35,Satisfactory/Unsatisfactory,N,Rann Bar-on
4259,MATH,105L,03L,Laboratory Calculus and Functions I,"A study of functions with applications, and an introduction to differential calculus, with a laboratory component. Topics include a review of algebra and functions, mathematical modeling with elementary functions, rates of change, inverse functions, logarithms and exponential functions, the derivative, graphical interpretations of the derivative, optimization, related rates. Not open to students who have credit for Mathematics 21 or 111L(31L) or 121.",,0,LAB,N,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,24,25,0,0,30,Satisfactory/Unsatisfactory,N,Rann Bar-on
4260,MATH,106L,001,Laboratory Calculus and Functions II,"A continuation of Mathematics 105L. Topics include zeros of functions, antidifferentiation, initial value problems, differential equations, Euler's method, slope fields, review of trigonometry, modeling with trigonometric functions, Riemann sums, the Fundamental Theorem of Calculus, integration by substitution, integration by parts, separation of variables, systems of differential equations. Students who complete this course can enroll in Mathematics 112L. Prerequisite: Mathematics 105L. Not open to students who have credit for Mathematics 21 or 111L or 121.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,36,27,9,0,40,Satisfactory/Unsatisfactory,N,Suzanne Crifo
4261,MATH,106L,01L,Laboratory Calculus and Functions II,"A continuation of Mathematics 105L. Topics include zeros of functions, antidifferentiation, initial value problems, differential equations, Euler's method, slope fields, review of trigonometry, modeling with trigonometric functions, Riemann sums, the Fundamental Theorem of Calculus, integration by substitution, integration by parts, separation of variables, systems of differential equations. Students who complete this course can enroll in Mathematics 112L. Prerequisite: Mathematics 105L. Not open to students who have credit for Mathematics 21 or 111L or 121.",,0,LAB,N,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,32,27,5,0,40,Satisfactory/Unsatisfactory,N,Suzanne Crifo
4262,MATH,111L,001,Laboratory Calculus I,"Introductory calculus with a laboratory component. Emphasis on laboratory projects, group work, and written reports. Differentiation, transcendental functions, optimization, differential equations, numerical approximations, Euler's method, the Fundamental Theorem, separation of variables, slope fields, and mathematical modeling. Not open to students who have credit for Mathematics 105L, 106L, or 121. Registration contingent on proctored Calculus I Placement Test on the first day of class.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,155,129,26,0,170,Graded,N,Floyd Andrew Bullard
4263,MATH,111L,002,Laboratory Calculus I,"Introductory calculus with a laboratory component. Emphasis on laboratory projects, group work, and written reports. Differentiation, transcendental functions, optimization, differential equations, numerical approximations, Euler's method, the Fundamental Theorem, separation of variables, slope fields, and mathematical modeling. Not open to students who have credit for Mathematics 105L, 106L, or 121. Registration contingent on proctored Calculus I Placement Test on the first day of class.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,155,151,4,0,170,Graded,N,Floyd Andrew Bullard
4264,MATH,111L,01L,Laboratory Calculus I,"Introductory calculus with a laboratory component. Emphasis on laboratory projects, group work, and written reports. Differentiation, transcendental functions, optimization, differential equations, numerical approximations, Euler's method, the Fundamental Theorem, separation of variables, slope fields, and mathematical modeling. Not open to students who have credit for Mathematics 105L, 106L, or 121. Registration contingent on proctored Calculus I Placement Test on the first day of class.",,0,LAB,N,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,30,27,3,0,30,Graded,N,Floyd Andrew Bullard
