class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
6156,ISS,110,01,"Information, Society & Culture: Bass Connections Gateway","Information, Society, and Culture across disciplines. How all aspects of information theory and practice, including computational and mathematical and those from social sciences and the humanities are transforming research, reframing intellectual questions in research and its application, and having an impact on interactions within societies, cultures, ideologies, economics, politics. Modules presented by faculty from all areas and schools, contrasting and comparative perspectives in research-driven modules focused on interdisciplinary project questions and ideas. Lecture/section activities. Course Gateway for the Bass Connections theme in Information, Society and Culture.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,18,7,11,0,20,Graded,Y,Astrid Adele Giugni
4624,ISS,130CNS,01,"AI, Creativity and The Creation of Art","Critical creative practice course applying artificial intelligence (AI) systems to the art studio. Situating AI in the history of disruption in the world of art-making through critical readings and creative projects. Emphasis will be placed on the application of human creativity in conjunction with algorithmic, emergent technological practices.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,12,12,0,0,12,Graded,Y,Augustus Wendell
6248,ISS,155FS,01,Video Game Design and Critique,"Surveys history, art, technology, narrative, ethics, and design of interactive computer games. Games as systems of rules, games of emergence and progression, state machines. Flow, systems of pleasure, goals, rewards, reinforcement schedules, fictional and narrative elements of game worlds. Responses to immersive & interactive media; experience of gamified systems in diverse contexts. Social, artistic, and cultural effects of games: impact, harm, benefits. Team design and development of game-design storyboards and stand-alone games. Interplay between narrative, graphics, rule systems, and artificial intelligence in the creation of interactive games. Programming experience not required.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,18,18,0,0,15,Graded,Y,Hilary N Huskey
4551,ISS,187FS,01,Digital Storytelling and Interactive Narrative,"Digital storytelling methodologies, theory, and practice. In-depth analysis of digital storytelling in various media forms and modes of production. Cultural impact of new media narratives. Exploration of digital storytelling affordances and approaches: text, video, audio, design, animation, and interactivity. Critical analysis of existing media and remediation of older media forms. Experimentation with non-linear, spatial, ludic, and hypermedia approaches. Questions of authorship, agency, authority, and collaboration in blogs, games, fan fiction, adaptations. Hands-on experience developing digital narratives and creating digital critiques. Analytical paper and regular crits.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,18,18,0,0,18,Graded,Y,Victoria E Szabo
6544,ISS,188FS,01,Games and Culture: Gateway to the Study of Games,"Examines analog and computer games from a cultural perspective. Explores how prevailing culture and values affect game design, popularity, and experience. how games affect those areas of culture, such as imagining disaster, utopia and dystopia. Explores role-playing and identity, ethics, group behavior, competition, politics, gender, race, and aesthetics.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,18,18,0,0,18,Graded,Y,Shai Ginsburg
3236,ISS,252,01,Learning to Fail,"Most people spend their lives afraid of failing. Yet, many of the world's most successful people failed numerous times on their paths toward success. The underlying question of this class is if failing is as antithetical to learning as we're taught to believe. To explore this question, we will test ways of using failure as a strategy for learning. We will experiment with failure to learn how it can make us better as we develop our skills as innovators, specifically focusing on the earliest stage of creativity: ideation. We will use failure through experimentation as a technique for problem definition and needs discovery which, in turn, will help us validate the quality of our ideas.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,18,19,0,0,18,Graded,Y,Aaron Philip Dinin
3240,ISS,253,01,Social Marketing: From Literary Celebrities to Instagram Influencers,"Typical Duke students spend hours each day using social media. You've surely heard the platforms described as 'revolutionary,' and you've also heard them described as 'time wasters.' What you probably haven't thought about is how similar they are to previous 'revolutionary' communications technologies like novels, newspapers, and even language itself. This course explores ways in which studying the masters of previous 'social' media technologies—the Shakespeares, Whitmans, and Eliots of the world—can help us understand how influencers on digital social media leverage the same platforms you use every day to market themselves, build their brands, and grow their audiences.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,40,41,0,0,40,Graded,Y,Aaron Philip Dinin
8471,ISS,265S,01,Digital Feminism,"The aim of this course is to critically analyze digital culture from a feminist and gender studies perspective. We will address topics related to digital innovation and its history, unpacking and questioning them through the insights offered by genders studies analytical tools. Subjects such as the rise of the Silicon Valley, gaming culture, social media, algorithms, Artificial Intelligence, extraction of data applied to biotechnology, macroeconomic development of IT platforms and the impact of technology on ecology will be discussed starting from a current event or debate, to which we will give a historical, ethical, sociological, theoretical, literary or cinematographic perspective.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,18,18,0,0,18,Graded,Y,Alicia Nicki Washington
5069,ISS,266,01,User Research Methods in Human-Centered Computing,"This course serves as an introduction to a wide range of user-centered research study design methods and quantitative and qualitative data analysis techniques that students can use to capture users' perceived and real attitudes and behaviors toward technologies and policies. The course is most suitable for students who have some programming, algorithms, and data analysis background (e.g., an undergraduate computer programming course, such as Computer Science 201). In addition, having statistical knowledge and experience using statistical analysis tools, including R, Python, and STATA, is encouraged but not required.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,66,62,4,0,60,Graded,Y,Pardis Emami Naeini
8922,ISS,279S,01,Visual Cultures of Medicine,"Exploration of the visual culture(s) of medicine. The changing role of diagnostic visuality and medical imaging from various philosophical and historical perspectives. The connections between medical ways of seeing and other modes of visuality, photography, cinema, television, computer graphics. The circulation of medical images and images of medicine in popular culture as well as in professional medical cultures.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,15,8,7,0,15,Graded,Y,Jules Odendahl-James
