class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
5697,PORTUGUE,102,01,Elementary Portuguese II,"Builds on the elements of language acquired in Elementary Portuguese 101; enrollment in Portuguese 102 presupposes acquisition of the contents covered in Portuguese 101. Speaking, reading, and writing skills emphasized; exposure to some aspects of Portuguese-speaking cultures an important component. Conducted entirely in Portuguese, using a communicative approach. Four class meetings a week. Prerequisite: Portuguese 101 or consent of instructor.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Closed,18,18,0,0,18,Graded,N,Cristina Azevedo Beleza-Schutzman
5766,PORTUGUE,112,01,Accelerated Elementary Portuguese,"Designed for highly motivated undergraduate and graduate students as well as fluent speakers of another Romance language, this course covers much of the elementary language sequence (Portuguese 101-102). Most grammar and textbook work is done outside of class, freeing class time for more communicative activities. Conversation sessions provide intensive work on grammar focused through discussion on issues raised in films, news media, reading, music. It is expected that students who take this course will be able to place directly into Portuguese 203; however, placement into Portuguese 102 may be recommended in some cases. Meets four times a week.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,18,6,12,0,18,Graded,N,Magda Silva
5773,PORTUGUE,204,01,Advanced Intermediate Portuguese,"An advanced grammar review complemented by oral practice, composition, videos, and selected literary readings. Guided essay writing on topics related to the readings and videos. Second part of an intermediate sequence; suggested as preparation for 300-level courses. Prerequisites: Portuguese 203 or consent of instructor.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,15,11,4,0,15,Graded,N,Magda Silva
5698,PORTUGUE,393,01,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, resulting in a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open only to qualified juniors by consent of instructor and director of undergraduate studies.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5699,PORTUGUE,393,02,Research Independent Study,"Individual research in a field of special interest, under the supervision of a faculty member, resulting in a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open only to qualified juniors by consent of instructor and director of undergraduate studies.",,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5700,PORTUGUE,394,01,Research Independent Study,See Portuguese 393. Open only to qualified juniors by consent of instructor and director of undergraduate studies.,,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5701,PORTUGUE,394,02,Research Independent Study,See Portuguese 393. Open only to qualified juniors by consent of instructor and director of undergraduate studies.,,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5702,PORTUGUE,493,01,Research Independent Study,See Portuguese 393. Open only to qualified seniors by consent of instructor and director of undergraduate studies.,,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5703,PORTUGUE,493,02,Research Independent Study,See Portuguese 393. Open only to qualified seniors by consent of instructor and director of undergraduate studies.,,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5704,PORTUGUE,494,01,Research Independent Study,See Portuguese 393. Open only to qualified seniors by consent of instructor and director of undergraduate studies.,,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5705,PORTUGUE,494,02,Research Independent Study,See Portuguese 393. Open only to qualified seniors by consent of instructor and director of undergraduate studies.,,1,IND,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/23/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5706,PORTUGUE,590S,01,Topics in Lusophone Literature and Culture,"Exploration of topics of cultural formation in the Portuguese-speaking world that emphasize autochthonous cultural theory. Examples include: Brazilian popular culture, Literatures of Resistance, Lusophone Africa and Independence, Portugal Post-Salazar. A graduate-level course open to juniors and seniors. Level of Portuguese required varies with semester topic; students should consult instructor. Prerequisite: 300-level Portuguese course or consent of instructor.",BRAZIL AND LUSOPHONE AFRICA,3,SEM,E,Graduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/16/2025,Open,18,4,14,0,18,Graded,N,Lamonte Aidoo
5781,PORTUGUE,791,01,Special Readings,Supervised independent study and reading. Consent of instructor required.,,3,IND,E,Graduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/16/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
5782,PORTUGUE,791,02,Special Readings,Supervised independent study and reading. Consent of instructor required.,,3,IND,E,Graduate,In Person,Duke University,Durham,Regular Academic Session,01/08/2025,04/16/2025,Open,2,0,2,0,2,Graded,N,Departmental Staff
