class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
2904,MMS,197,01,Organizational Leadership & Management,"Study of individual and group behaviors within organized settings and managerial strategies that enhance organizational effectiveness. Topics include leadership, culture and diversity, power and politics, communication, decision making, motivation and reward systems, conflict management, justice and ethics as well as organization structure and design. Special attention to critical assessment of new technological options in organizational settings with an aim to produce informed, ethical consumers and leaders.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,34,32,2,0,34,Graded,N,Yvette Bonaparte
2905,MMS,197,02,Organizational Leadership & Management,"Study of individual and group behaviors within organized settings and managerial strategies that enhance organizational effectiveness. Topics include leadership, culture and diversity, power and politics, communication, decision making, motivation and reward systems, conflict management, justice and ethics as well as organization structure and design. Special attention to critical assessment of new technological options in organizational settings with an aim to produce informed, ethical consumers and leaders.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,34,34,0,0,34,Graded,N,Steven A Hicks
2902,MMS,370,01,Managerial Finance,"Concepts and processes of corporate finance; functions, technology and techniques of financial management. Topics include analysis of financial statements, ratio analysis and the statement of cash flows; capital budgeting; risk and return; stocks and bonds; cost of capital; financial institutions; securities markets and international finance. Not open to first year students.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,49,71,0,0,49,Graded,N,Ed Tiryakian
2903,MMS,390,01,Special Topics in Markets and Management Studies,Topics vary each semester.,BUSINESS FUNDAMENTALS,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,24,24,0,0,24,Graded,N,Steve Columbaro
11063,MMS,390,02,Special Topics in Markets and Management Studies,Topics vary each semester.,THEOLOGY IN BUSINESS,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,30,13,17,0,30,Graded,Y,Pete Jacob Gerend
9114,MMS,396,01,New Ventures Deliver,"Did your idea pass muster in New Ventures Develop? Do you have early revenue or evidence of product market fit and want to continue to refine your go to market strategy? New Ventures Deliver is the ideal course for serious entrepreneurs ready to push themselves to take the leap. In this course you will continue to test core hypothesis while you develop a milestone driven plan for go-to-market, sales, staffing, and fundraising.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,8,5,3,0,8,Graded,Y,Shep Moyle
2900,MMS,450,01,Markets and Management Capstone,"Capstone course open only to students in the Markets and Management Studies Program. Includes review of major perspectives and concepts from the program's core courses, plus a team project involving business plans or alternatively a strategic plan to identify and resolve problems confronting actual companies, industries, and communities. Students also develop a case study research paper of a product, firm, industry, occupation, country, or region. Consent of Director of Markets and Management Studies Program required.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,24,22,2,0,24,Graded,N,Leigh Shamblin
2901,MMS,450,02,Markets and Management Capstone,"Capstone course open only to students in the Markets and Management Studies Program. Includes review of major perspectives and concepts from the program's core courses, plus a team project involving business plans or alternatively a strategic plan to identify and resolve problems confronting actual companies, industries, and communities. Students also develop a case study research paper of a product, firm, industry, occupation, country, or region. Consent of Director of Markets and Management Studies Program required.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,24,25,0,0,24,Graded,N,Samuel A Veraldi
